category,compatibility,,name,price,rating,
 Photography, OS X 10.10.0  , German,Colors for Luminar,$6.99 ,, 14.1 MB
 Photography, OS X 10.10  , English,Colorific - Photo Effects: Black & White + Color,Free,2, 1.5 MB
 Lifestyle, OS X 10.8  , English,Colorful Life,$18.99 ,, 99.8 MB
 Graphics & Design, OS X 10.11  , English,Colorful Image Editor - Filter,$9.99 ,3, 181.6 MB
 Photography, OS X 10.11  ,,ColorEffectsForPhotos,$9.99 ,, 34.9 MB
 Graphics & Design, OS X 10.10  , English,Colored Quotes,$6.99 ,5, 2.1 MB
 Photography, OS X 10.10  , English,ColorChecker,$8.99 ,, 4.7 MB
 Photography, OS 10.12  ," English, French, German",Colorator 2,$3.99 ,1, 2.5 MB
 Photography, OS X 10.7.3  , English,Color Thief Desktop,$9.99 ,5, 1.5 MB
 Photography, OS X 10.6 , English,Color Splash Pro,$4.99 ,2.5, 952.9 KB
 Photography, OS X 10.10  , English,Color Splash Effect,$8.99 ,1, 6.3 MB
 Graphics & Design, OS X 10.11  , English,Color Splash - Image Editor,$9.99 ,1, 65.9 MB
 Graphics & Design, OS X 10.11  , English,Color Spatioplotter,$0.99 ,1, 5.2 MB
 Photography, OS X 10.10  , English,Color Slicer: Create color effects on your photos in simple steps,$5.99 ,5, 7.3 MB
 Photography, OS 10.12  , English,Color Ray - Photo Color & Blur,$4.99 ,2.5, 4.9 MB
 Photography, OS X 10.6.0  , German,COLOR projects 4,$17.99 ,, 152.1 MB
 Video, OS X 10.9.0  , English,"Color Grading 205, Editing",$13.99 ,1, 281.6 MB
 Graphics & Design, OS X 10.11  , English,Color Change - Photo Editor,$8.99 ,1, 30.5 MB
 Photography, OS X 10.8  , English,Color Accent Studio Pro,$9.99 ,2.7, 5 MB
 Photography, OS X 10.11  , English,Color Filters For Photos,$4.99 ,2.5, 42.6 MB
 Photography, OS X 10.7 , English,Collimation Aid,Free,5, 4.6 MB
 Photography, OS X 10.7  , English,Collages Maker,$0.99 ,4, 9.1 MB
 Photography, OS X 10.6  ," English, German, Japanese, Simplified Chinese, Traditional Chinese",CollageIt Pro,$9.99 ,3, 6.8 MB
 Photography, OS X 10.6  ," English, German, Japanese, Simplified Chinese, Traditional Chinese",CollageIt Free,Free,3.9, 6.8 MB
 Photography, OS X 10.7  ," English, French, German, Japanese, Simplified Chinese, Traditional Chinese",CollageIt 3 Pro,$9.99 ,3.7, 30.6 MB
 Photography, OS X 10.7  ," English, French, German, Japanese, Simplified Chinese, Traditional Chinese",CollageIt 3 Free,Free,4.4, 16.9 MB
 Graphics & Design, OS X 10.6  , English,CollageFactory Pro - Photo Collage Maker & Greeting Cards Creator,$19.99 ,2.2, 227.9 MB
 Graphics & Design, OS X 10.11  , English,Collage Studio - Custom Frames,$10.99 ,, 205 MB
 Photography, OS 10.13  , English,Collage Studio,$2.99 ,, 13.8 MB
 Photography, OS X 10.9  , English,Collage Photo,$2.99 ,1, 1.9 MB
 Photography, OS X 10.6  ," English, French, German, Italian, Simplified Chinese, Traditional Chinese",Collage Maker,$4.99 ,3.2, 2.3 MB
 Photography, OS X 10.7  , English,Collage Flow,$4.99 ,1, 3.8 MB
 Graphics & Design, OS X 10.6.6 ," English, Simplified Chinese",Colar Lite - an Advanced Image Editor,Free,2, 14.2 MB
 Graphics & Design, OS X 10.6.6 ," English, Simplified Chinese",Colar - an Advanced Image Editor,$9.99 ,1.3, 14.2 MB
 Photography, OS X 10.6.6  ," English, French, German, Japanese, Polish, Russian, Spanish","CODIJY Pro â€“ Colorize Black & White Photos, Recolor Images with Surprising Ease",$29.99 ,3.5, 34.1 MB
 Photography, OS X 10.6.6  ," English, French, German, Japanese, Polish, Russian, Spanish",CODIJY â€“ Change Photo Colors by Adding Simple Strokes!,$14.99 ,3, 31.9 MB
 Photography, OS X 10.10  , English,CM Batch Photo Processor,$16.99 ,5, 44.5 MB
 Photography, OS X 10.10  , English,CM Batch MMedia Date Changer,$11.99 ,3.3, 17.4 MB
 Photography, OS X 10.11.0  , English,Cloud Spy Svr,Free,1, 9.5 MB
 Video, OS X 10.7  , English,Clips FX for iMovie,$7.99 ,3, 977.2 MB
 Video, OS X 10.7  , English,Clips 3D for iMovie,$6.99 ,3.2, 1.1 GB
 Photography, OS X 10.9  , English,Click 2 Crop,$19.99 ,3.5, 7.5 MB
 Photography, OS 10.12  , English,Clean EXIF - Remove metadata from your photos,$1.99 ,, 5.6 MB
 Photography, OS X 10.6.6  ,,ClassyFrames,$9.99 ,4, 43.2 MB
 Photography, OS 10.14  ," English, Simplified Chinese",Clarity Wallpaper,Free,5, 4.8 MB
 Photography, OS X 10.8  ," English, French, German, Italian, Japanese, Portuguese, Simplified Chinese, Spanish, Traditional Chinese",Clapmera (take photos by clapping),Free,3.2, 2.7 MB
 Photography, OS 10.14  ," English, German",Circular Studio,$29.99 ,3.5, 54.3 MB
 Video, OS X 10.10  , English,Cinematic Video Effects,$4.99 ,2.3, 52.5 MB
 Photography, OS X 10.9  , English,Cinematic Photo Effects,$4.99 ,5, 52.4 MB
 Photography, OS 10.12.2  ," English, French, German, Italian, Japanese, Portuguese, Simplified Chinese, Spanish, Traditional Chinese",Cinemagraph Pro,Free,2.9, 70.7 MB
 Video, OS X 10.11  , English,Cinemagraph Maker,$4.99 ,4, 17.9 MB
 Video, OS X 10.7  ," English, French, German, Italian, Japanese, Korean, Portuguese, Russian, Simplified Chinese, Spanish",CinemaFX Pro,$6.99 ,1, 2.2 MB
 Photography, OS X 10.7  ,,Chromatic Edges,$49.99 ,, 514.4 MB
 Graphics & Design, OS X 10.11  , English,Christmas filters - Collage,$10.99 ,, 209.5 MB
 Graphics & Design, OS X 10.11  , English,Christmas Collage - Greeting Card & Photo Editor,$11.99 ,1.5, 110.5 MB
 Graphics & Design, OS X 10.11  , English,Christmas Card Message - Text,$11.99 ,, 327.5 MB
 Photography, OS X 10.6  , English,Christmas Calendars,$4.99 ,1, 191 MB
 Graphics & Design, OS X 10.11  , English,Christmas and New Year - Frames & Greeting Cards,$6.99 ,1, 76.7 MB
 Photography, OS X 10.7  ," English, French, German, Italian, Russian, Spanish",Choco 2,$29.99 ,2, 129.7 MB
 Photography, OS X 10.7  ," English, French, German, Italian, Russian, Spanish",Choco,$4.99 ,2.5, 23.7 MB
 Photography, OS X 10.8  , English,Chaptrs Photo Browser,Free,3, 5.7 MB
 Graphics & Design, OS X 10.6.6  ,,Chalkspiration,$7.99 ,1, 67.4 MB
 Photography, OS X 10.10  , English,Censorate,$2.99 ,1, 1.2 MB
 Productivity, OS X 10.7  , English,Celtx Shots,Free,3, 16.9 MB
 Photography, OS X 10.7  , English,Celling,$6.99 ,5, 30.8 MB
 Photography, OS X 10.10  , English,CEIVA snap,Free,2.2, 4.1 MB
 Graphics & Design, OS X 10.9  , English,CDRViewer Pro,$11.99 ,2.3, 45.1 MB
 Graphics & Design, OS X 10.9  , English,CDRViewer 2,Free,, 26.1 MB
 Graphics & Design, OS X 10.11  ," English, Portuguese, Simplified Chinese",CDRViewer 3,Free,5, 31.3 MB
 Graphics & Design, OS X 10.11  , English,CDRConverter - for CorelDRAW,$14.99 ,3, 16.6 MB
 Photography, OS X 10.7  , English,Catalook,$1.99 ,1.3, 658 KB
 Photography, OS X 10.10  ," English, Japanese, Simplified Chinese, Traditional Chinese",CASE Remote,Free,2.5, 15.8 MB
 Photography, OS 10.13  , English,Cascable Transfer,Free,5, 11.2 MB
 Photography, OS X 10.11  , English,Cartoonist,$4.99 ,3.3, 7.6 MB
 Video, OS X 10.9.0  , English,Cartoon Animation Basics 302,$13.99 ,1, 400.6 MB
 Graphics & Design, OS X 10.7 , English,Caricature Creator Pro,$7.99 ,1, 62.9 MB
 Graphics & Design, OS X 10.7 , English,Caricature Creator EZ,Free,2.3, 21.7 MB
 Utilities, OS X 10.8 , English,Card Data Recovery,$39.99 ,1, 3.5 MB
 Photography, OS X 10.11  ," English, French, German, Japanese, Simplified Chinese",Car DVR Player,Free,, 20.4 MB
 Photography, OS X 10.8  , English,Caption It - Caption Photo with Beautiful text easily,$9.99 ,1.3, 412.3 KB
 Photography, OS X 10.11  , English,Cappasity Easy 3D Scan,,4.2, 71.5 MB
 Graphics & Design, OS X 10.6.6  , English,Candy Apple - Vector Graphic Design,$14.99 ,1.7, 4.4 MB
 Photography, OS X 10.11  , English,CamStyle - Sticker and Clipart,$9.99 ,1, 74.7 MB
 Photography, OS X 10.10  , English,CamFi,Free,1.3, 10.9 MB
 Photography, OS X 10.10  ," English, Dutch, French, German, Italian, Simplified Chinese, Spanish, Traditional Chinese",CameraTether,Free,2, 6.5 MB
 Photography, OS X 10.7  , English,CameraBag RAW,$4.99 ,5, 28.8 MB
 Photography, OS X 10.9.0  , English,CameraBag Pro,$39.99 ,5, 34.1 MB
 Photography, OS X 10.7  , English,CameraBag Photo,$19.99 ,4.8, 28.8 MB
 Photography, OS 10.12  , English,Camera-Storyboard,$14.99 ,, 10.3 MB
 Photography, OS X 10.9  , English,Camera Suite for GoPro Hero,$10.99 ,2, 17.6 MB
 Photography, OS X 10.11  , English,Camera Studio - Adjust Color,$10.99 ,2, 152.4 MB
 Photography, OS X 10.10  ," English, German, Italian, Japanese, Korean, Portuguese, Russian, Simplified Chinese, Spanish, Swedish, Thai, Traditional Chinese",Camera Shot 360 Express Pro - camera effects & filters plus photo editor,$40.99 ,2, 55.6 MB
 Graphics & Design, OS X 10.11  , English,Camera Retro - Vintage Image Effects,$6.99 ,5, 140 MB
 Photography, OS X 10.11  , English,Camera Remote for GoPro,$17.99 ,, 27.5 MB
 Photography, OS X 10.6.6 ," English, French, German, Italian, Japanese, Korean, Portuguese, Russian, Simplified Chinese, Spanish, Traditional Chinese",Camera Raw,$29.99 ,1, 2.5 MB
 Graphics & Design, OS X 10.11  , English,Camera Mix - Photo Editor & Image Effects,$10.99 ,, 206.9 MB
 Photography, OS X 10.10  ," English, German, Italian, Japanese, Korean, Portuguese, Russian, Simplified Chinese, Spanish, Swedish, Thai, Traditional Chinese",Camera Lens Studio Pro - Best Photo Editor and Stylish Camera Filters Effects,$45.99 ,2, 59 MB
 Photography, OS 10.12  , English,Camera Fotor FX Studio 360,$28.99 ,1, 21.7 MB
 Graphics & Design, OS X 10.11  , English,Camera Effects - Photo Frames & Collage,$8.99 ,5, 58.7 MB
 Photography, OS X 10.9  , English,Camera Controller,$11.99 ,, 23.5 MB
 Photography, OS X 10.8  , English,Camera Control for Ricoh Theta,$2.99 ,2.5, 14.5 MB
 Photography, OS X 10.7  , English,Camera Control for GoPro,$3.99 ,1.2, 14.5 MB
 Photography, OS X 10.10  ,,CalTemplates2019 for Photoshop,$19.99 ,, 151.4 MB
 Photography, OS X 10.7  , English,Bulk Photo Watermark,$8.99 ,3.7, 3.8 MB
 Utilities, OS X 10.8  ," English, French, German, Japanese, Spanish",Brother ScannerApp,Free,3, 6.3 MB
 Photography, OS X 10.6 , English,Bracketeer HDR,$19.99 ,3.1, 11.6 MB
 Photography, OS X 10.11  , English,Bokeh - Focus with Background Blur Photo Effects,$0.99 ,3.1, 2.1 MB
 Graphics & Design, OS X 10.9.0  , English,Body Modifications for PS,$13.99 ,, 482.1 MB
 Photography, OS X 10.7.4  , English,Blurry Photo Finder,$26.99 ,2, 88.2 MB
 Photography, OS 10.15  , English,Blurry,Free,3, 1.1 MB
 Photography, OS X 10.6.6  , English,Blurate,Free,, 1.7 MB
 Photography, OS X 10.10  , English,Blur n Bokeh,$0.99 ,4.1, 6 MB
 Photography, OS X 10.6 ," English, Simplified Chinese",Blur,$2.99 ,3.7, 3.5 MB
 Graphics & Design, OS X 10.6.6  , English,Bluetail - Vector Designer,$0.99 ,1, 4.1 MB
 Photography, OS 10.12  , English,Blog Curator,$30.99 ,5, 2.8 MB
 Graphics & Design, OS X 10.10  , English,Blend Images: Image mix editor,$8.99 ,1, 6.1 MB
 Photography, OS X 10.6.6  ,,BlackWhite Studio 2 - Professional Tool for Black&White Photography,$7.99 ,2.3, 60.4 MB
 Photography, OS X 10.6.0  , German,BLACK WHITE projects 4,$17.99 ,, 151.6 MB
 Photography, OS X 10.11  ,,BlackWhite Photos,$7.99 ,, 84.4 MB
 Graphics & Design, OS 10.14.4  , English,Black Out,$4.99 ,4.6, 984.8 KB
 Graphics & Design, OS X 10.10  , English,Black and White Transition,$5.99 ,, 6.4 MB
 Photography, OS X 10.9  , English,Black & White Studio,$4.99 ,, 13.6 MB
 Graphics & Design, OS X 10.11  , English,Black & White Editor - Effects,$10.99 ,, 171.3 MB
 Photography, OS 10.12  , English,BitPix,Free,, 5.7 MB
 Graphics & Design, OS X 10.11  , English,Birthday Cards Maker - Collage,$8.99 ,1, 168.7 MB
 Graphics & Design, OS X 10.10  , English,Birthday - Frames Templates for Photoshop,$5.99 ,, 162.7 MB
 Graphics & Design, OS X 10.9.0  , English,BigPicture,Free,, 2.5 MB
 Photography, OS 10.13.2  ," English, Italian",Bigger Picture,Free,5, 39.9 MB
 Utilities, OS X 10.7  , English,Better Rename 9,$19.99 ,4.6, 6.3 MB
 Utilities, OS X 10.7  , English,Big Mean Folder Machine 2,$14.99 ,3.8, 3.3 MB
 Utilities, OS X 10.10  ," English, French, German",Better Rename 10,$19.99 ,4.2, 7 MB
 Photography, OS X 10.7.4  ," English, German",Best Image Converter 19,$26.99 ,1, 24.3 MB
 Photography, OS X 10.11  , English,BeFunky Express,$4.99 ,1.4, 4 MB
 Photography, OS X 10.9  , English,Beauty Retouching,$2.99 ,1, 613.6 MB
 Graphics & Design, OS X 10.9.0  , English,Beauty Retouch-Face Makeup and Skin Smooth,Free,1.3, 548.4 MB
 Photography, OS X 10.6  , English,Beautune,$14.99 ,2.1, 30.5 MB
 Utilities, OS X 10.8  , English,Beautiful Backup 2 Pro,$14.99 ,5, 3.7 MB
 Productivity, OS X 10.11  , English,BatchRename Pro,$14.99 ,, 2.8 MB
 Photography, OS 10.12  , English,BatchPhoto,$49.99 ,4.9, 41.6 MB
 Photography, OS X 10.11  , English,Batch Watermark Image,$9.99 ,1, 4.2 MB
 Video, OS X 10.11  , English,Batch Video Watermark,$4.99 ,3.3, 15.9 MB
 Video, OS X 10.11  , English,Batch Video Splitter,$4.99 ,3, 15 MB
 Business, OS X 10.6 , English,Batch Resize Photos,$0.99 ,2, 1 MB
 Photography, OS X 10.9  , English,Batch Photos Rename,$4.99 ,, 2.4 MB
 Photography, OS X 10.6 , English,Batch Photos Processor,$3.99 ,3.1, 4.9 MB
 Photography, OS X 10.11  , English,Batch Photo Watermark,$1.99 ,1, 15.6 MB
 Photography, OS X 10.10  , English,Batch Photo Resizer,$0.99 ,4.1, 2.8 MB
 Photography, OS X 10.8  , English,Batch Photo Noise Reduction,$5.99 ,, 2.5 MB
 Photography, OS X 10.6.0  , English,"Batch Photo Editor - Watermark, Resize and Effects",Free,3, 20 MB
 Photography, OS X 10.7  , English,Batch Image Resizer Pro,$1.99 ,, 2.4 MB
 Utilities, OS X 10.7  , English,Batch Image Resizer Lite,Free,3.2, 46.1 MB
 Photography, OS X 10.6.6  , English,Batch Image Resizer,$13.99 ,5, 1.4 MB
 Photography, OS X 10.6  , English,Batch Image Resize,$2.99 ,3.8, 936.5 KB
 Photography, OS X 10.11  ," English, Simplified Chinese",Batch Image Crop,Free,1, 6 MB
 Graphics & Design, OS X 10.7  , English,Batch Image Converter,$2.99 ,4, 1.2 MB
 Photography, OS X 10.7  , English,Batch File Date Changer,$2.99 ,2.3, 2.5 MB
 Photography, OS X 10.10  ," English, Simplified Chinese",Batch Exif Editor,$9.99 ,1, 764.5 KB
 Photography, OS X 10.7  ," English, French",Backup to Picasa for iPhoto,$1.99 ,1.6, 7 MB
 Photography, OS X 10.11  ," English, French",Backup to Flickr for Photos,$1.99 ,1, 944.8 KB
 Photography, OS X 10.7  ," English, French",Backup to Flickr for Lightroom,$1.99 ,, 4.5 MB
 Photography, OS X 10.7  ," English, French",Backup to Flickr for iPhoto,$1.99 ,1, 2.4 MB
 Photography, OS X 10.7.3 ," English, French, German, Italian, Spanish",Background Eraser,$1.99 ,1.3, 2.9 MB
 Graphics & Design, OS X 10.11  , English,"Baby - Frames, Collage & Greeting Cards",$7.99 ,, 102.8 MB
 Graphics & Design, OS X 10.11  , English,Baby Story Photo - Frames and Greeting Cards,$6.99 ,1, 72 MB
 Graphics & Design, OS X 10.10  , English,Baby - Frames and Collage Templates for Photoshop,$4.99 ,, 177.9 MB
 Photography, OS X 10.9  , English,AV for Photoshop CS6 205 - Photo Retouching and Adjustment,$13.99 ,2, 544.8 MB
 Photography, OS X 10.7  , English,"AV for Photoshop CS6 103 - Understanding Brushes, Vector Tools and Transforms",$13.99 ,1, 145.4 MB
 Photography, OS X 10.9  , English,AV for Photoshop CS6 102 - Selection & Masking Techniques,$13.99 ,, 237.3 MB
 Photography, OS X 10.7  , English,AV for Photoshop CS6 - Mastering The Workspace,$13.99 ,2, 406.5 MB
 Photography, OS X 10.9  , English,AV for Photoshop CC 102 - Selection and Masking Techniques,$13.99 ,1, 238.4 MB
 Education, OS X 10.7  , English,AV For Lightroom CS6,$13.99 ,3, 218.7 MB
 Photography, OS X 10.9  , English,"AV for Lightroom 4 201 - Objects, Portraits and People",$13.99 ,1, 336.5 MB
 Photography, OS X 10.9  , English,AV for Lightroom 4 100 Quickstart Guide,Free,2, 224.3 MB
 Photography, OS X 10.9  , English,AV for Lightroom 4 - Nature and Landscapes,$13.99 ,, 391.2 MB
 Photography, OS X 10.9  , English,Autostitch,$4.99 ,1.3, 6.4 MB
 Photography, OS X 10.10  ," English, French, German, Japanese, Spanish",Aurora HDR 2019,$79.99 ,3.7, 241.3 MB
 Music, OS X 10.6  , English,Audio Speed Ripper,$0.99 ,1.3, 8.8 MB
 Education, OS X 10.10  , English,AstroTelescope,$21.99 ,3.3, 22.1 MB
 Photography, OS X 10.10  , English,AstroImager,$21.99 ,4, 34.9 MB
 Photography, OS X 10.10  , English,AstroGuider,$21.99 ,5, 33.4 MB
 Photography, OS X 10.11  , English,AstroDSLR,$21.99 ,5, 28.3 MB
 Graphics & Design, OS 10.12  , English,Artstudio Pro: Draw Paint Edit,$19.99 ,4.2, 53.2 MB
 Graphics & Design, OS X 10.11  ," English, Portuguese, Spanish",ArtStudio - Creating Pencil Sketches,$6.99 ,1, 16 MB
 Graphics & Design, OS X 10.6.6  ,,Artoon,$7.99 ,3, 5.8 MB
 Photography, OS X 10.11  ," English, Simplified Chinese",Artistry Photo Pro: Photo Edit,$9.99 ,1, 17.7 MB
 Photography, OS X 10.6.6  ,,Artista Impresso,$19.99 ,5, 79.2 MB
 Photography, OS X 10.11  ," English, French, German, Portuguese, Russian, Swedish",Artipic Photo Editor,$29.99 ,5, 62.4 MB
 Graphics & Design, OS X 10.9.0 , English,ArtExhibit,,, 24.9 MB
 Graphics & Design, OS X 10.11  , English,ArtCollage Love - Templates for Photoshop,$7.99 ,, 98.2 MB
 Graphics & Design, OS X 10.11  , English,ArtCollage Birthday - Templates for Photoshop,$7.99 ,, 150.3 MB
 Photography, OS X 10.11  , English,Aquri GPS2Photo,Free,4, 4 MB
 Photography, OS X 10.6.6  ,,Aquarella,$19.99 ,4, 92.8 MB
 Utilities, OS X 10.10  , English,Aquamark - Automagic Watermark,$5.99 ,4.3, 13.2 MB
 Photography, OS X 10.11  , English,AppStart For Photos,$6.99 ,, 6 MB
 Photography, OS X 10.6.6  ,,App iSplashHDR,$8.99 ,3.5, 35.3 MB
 Photography, OS X 10.6.6  ,,App iSplashColors,$1.99 ,3, 34.7 MB
 Graphics & Design, OS X 10.6.6  ,,App iSketchPhoto Pro,$9.99 ,1, 209.2 MB
 Photography, OS X 10.6.6  ,,App iSketchPhoto,$5.99 ,3.7, 208.6 MB
 Graphics & Design, OS X 10.6.6  ,,App iGoo,$1.99 ,, 33.6 MB
 Photography, OS X 10.10  ," English, Dutch, French, German, Italian, Japanese, Korean, Simplified Chinese, Spanish, Traditional Chinese",ApolloOne - Photo Video Viewer,Free,3.4, 16.2 MB
 Photography, OS X 10.7  ,,AnyMP4 HEIC to JPG Converter,$0.99 ,2, 16 MB
 Photography, OS X 10.7  ,,Any HEIC Converter-HEIC to JPG,$3.99 ,1, 16 MB
 Utilities, OS X 10.6  , English,Any Duplicate Finder,$0.99 ,1, 2.8 MB
 Photography, OS X 10.6.6  , English,Annotatings,$9.99 ,1, 191.1 KB
 Photography, OS X 10.6  ," English, Russian",Animix,$19.99 ,1, 6.2 MB
 Photography, OS 10.13  ," English, German",Anamorphic Pro,$29.99 ,2.8, 38.2 MB
 Photography, OS X 10.6 , English,AnalogColorMini,$5.99 ,3, 6 MB
 Graphics & Design, OS X 10.9.0  , English,Anaglyph Workshop,$9.99 ,4, 6.2 MB
 Photography, OS X 10.6 , English,AmazingEdge Lite,Free,2.3, 2.4 MB
 Photography, OS X 10.6 , English,AmazingEdge,$4.99 ,1, 7.2 MB
 Utilities, OS X 10.11  ," English, Arabic, French, German, Italian, Japanese, Korean, Russian, Simplified Chinese, Spanish, Traditional Chinese",Amaze Photos - An image viewer,Free,4, 32 MB
 Graphics & Design, OS X 10.10  ," English, French, German, Italian, Japanese, Korean, Russian, Simplified Chinese",Alpha Blender PRO,$7.99 ,2, 1.2 MB
 Photography, OS X 10.10  ," English, French, German, Italian, Portuguese, Simplified Chinese, Spanish, Traditional Chinese",Album XS,$22.99 ,, 25.8 MB
 Photography, OS X 10.9  ," English, Albanian, Arabic, Armenian, Aymara, Azerbaijani, Basque, Belarusian, Bulgarian, Catalan, Croatian, Czech, Danish, Dutch, Estonian, Finnish, French, Gaelic, Georgian, German, Greek, Hebrew, Hindi, Hungarian, Icelandic, Irish, Italian, Japanese, Kannada, Korean, Laotian, Latin, Latvian, Lithuanian, Macedonian, Maltese, Mongolian, Nepali, Norwegian, Persian, Polish, Portuguese, Romanian, Russian, Serbian, Simplified Chinese, Singhalese, Slovak, Slovenian, Spanish, Sudanese, Swahili, Swedish, Tajik, Tamil, Telugu, Thai, Traditional Chinese, Turkish, Ukrainian, Urdu, Uzbek, Vietnamese",Album Express Standard,$49.99 ,, 231.8 MB
 Graphics & Design, OS X 10.9  ," English, Albanian, Arabic, Armenian, Aymara, Azerbaijani, Basque, Belarusian, Bulgarian, Catalan, Croatian, Czech, Danish, Dutch, Estonian, Finnish, French, Gaelic, Georgian, German, Greek, Hebrew, Hindi, Hungarian, Icelandic, Irish, Italian, Japanese, Kannada, Korean, Laotian, Latin, Latvian, Lithuanian, Macedonian, Maltese, Mongolian, Nepali, Norwegian, Persian, Polish, Portuguese, Romanian, Russian, Serbian, Simplified Chinese, Singhalese, Slovak, Slovenian, Spanish, Sudanese, Swahili, Swedish, Tajik, Tamil, Telugu, Thai, Traditional Chinese, Turkish, Ukrainian, Urdu, Uzbek, Vietnamese",Album Express Pro,$249.99 ,, 231.9 MB
 Photography, OS X 10.9  , English,AirPhotoServer,Free,5, 1.5 MB
 Photography, OS X 10.11  ," English, Arabic, Czech, Danish, Dutch, French, German, Hebrew, Italian, Japanese, Korean, Norwegian BokmÃ¥l, Portuguese, Russian, Simplified Chinese, Spanish, Swedish, Thai, Turkish",AirMagic,$38.99 ,5, 119.1 MB
 Video, OS X 10.9  ," English, German",AirBeam Pro,$3.99 ,2.3, 17.8 MB
 Photography, OS X 10.9  ," English, German",AirBeam,Free,2, 17.8 MB
 Productivity, OS X 10.7  ," English, French, German, Italian, Japanese, Korean, Russian, Simplified Chinese, Spanish, Traditional Chinese",Air Copy,Free,2.5, 7.6 MB
 Photography, OS 10.14  ," English, French, German, Japanese, Korean, Simplified Chinese, Traditional Chinese",AI Image Enlarger,Free,, 332.4 KB
 Photography, OS X 10.7 , English,After Focus - Photo Background Blur Bokeh Effects,$9.99 ,3.7, 14.7 MB
 Photography, OS X 10.7  ," English, French, German, Italian, Japanese, Portuguese, Russian, Simplified Chinese, Spanish",Affinity Photo,$49.99 ,4.3, 420.3 MB
 Photography, OS X 10.9.0  , English,Advanced Course For Lightroom,$13.99 ,, 476.4 MB
 Photography, OS X 10.9  ," English, German, Italian, Japanese, Korean, Portuguese, Russian, Simplified Chinese, Spanish, Swedish, Thai, Traditional Chinese",After Flicker Light Pro - The ultimate photo editor plus art image effects & filters,$59.99 ,2, 17 MB
 Photography, OS 10.12  ," English, French, German, Japanese",Adobe Photoshop Elements 2019,$99.99 ,3.2, 3.1 GB
 Video, OS X 10.7  , English,AGFX Video Editor,$9.99 ,, 13.8 MB
 Photography, OS 10.12  ," English, Dutch, French, German, Italian, Japanese, Korean, Portuguese, Simplified Chinese, Spanish, Swedish, Traditional Chinese",Adobe Lightroom,Free,3, 627.7 MB
 Graphics & Design, OS X 10.6.6 , English,AddPDF,$9.99 ,1, 1.6 MB
 Photography, OS X 10.7  , English,ADD For iPhoto,$3.99 ,1, 1.6 MB
 Video, OS X 10.9  , English,Action Camera Toolbox,Free,1.3, 24.8 MB
 Graphics & Design, OS X 10.11.4  ," English, German, Polish",Acorn 6 Image Editor,$29.99 ,4.6, 12.2 MB
 Photography, OS 10.14  , English,Achroma SX,Free,, 887.4 KB
 Photography, OS X 10.7  , English,AccuRaw Monochrome,$129.99 ,4, 4.5 MB
 Photography, OS X 10.7  , English,AccuRaw EXR,$79.99 ,3.7, 4.4 MB
 Photography, OS X 10.10  , English,Accordion Fold Transition,$10.99 ,1, 7 MB
 Graphics & Design, OS X 10.11  , English,ABC Filters For Photos - Camera Effects,$13.99 ,, 108.7 MB
 Photography, OS X 10.5 , English,Absolute Vintage STUDIO Lite,Free,3, 22 MB
 Photography, OS X 10.11  , English,A7B Magic Photo Blend,$11.99 ,2.2, 16 MB
 Video, OS X 10.6.6  ," English, Chinese, French, German, Indonesian, Italian, Japanese, Korean, Portuguese, Spanish",Photo to Video - Aniroket,$14.99 ,4.4, 45.2 MB
 Video, OS X 10.6.6  ," English, Chinese, French, German, Indonesian, Italian, Japanese, Korean, Portuguese, Spanish",Photo to Video - Aniroket - WM,Free,3.9, 45.2 MB
 Graphics & Design, OS X 10.6 , English,Photo to Poster Pro,$7.99 ,1, 186.3 MB
 Graphics & Design, OS X 10.6 , English,Photo to Poster EZ,Free,2.1, 12.1 MB
 Photography, OS 10.12  ," English, French, German, Japanese",PixCompare,$3.99 ,3, 7 MB
 Social Networking, OS 10.12  , English,QuickTab for Instagram,$1.99 ,1.5, 7.7 MB
 Graphics & Design, OS X 10.11  , English,PSD To TIFF Converter - Convert Image File,$7.99 ,, 5 MB
 Graphics & Design, OS X 10.11  , English,"Romantic Photos - Frames, Collage & Greeting Cards",$6.99 ,, 47.5 MB
 Video, OS X 10.11  , English,Switch for GoPro HERO,$4.99 ,, 10.8 MB
 Photography, OS X 10.10  , English,Tweak Photos - Image Editor,$4.99 ,3.8, 42.4 MB
 Photography, OS X 10.6 , English,Unik: Duplicate Image Finder,$2.99 ,4.1, 1.6 MB
 Photography, OS X 10.7  ," English, Portuguese",Vita - Sync iPhoto to Flickr and YouTube,$4.99 ,1, 1.8 MB
 Photography, OS 10.14  , English,WowPaint,Free,4.5, 8.2 MB
 Productivity, OS X 10.8  ," English, Simplified Chinese, Traditional Chinese",XView 3 - Photos&Files Viewer,$0.99 ,3, 20.5 MB
 Lifestyle, OS X 10.11  ," English, Simplified Chinese",YI Home,Free,2.4, 6.3 MB
 Photography, OS X 10.7  ," English, Russian",Zepheer 2,Free,1.2, 81.7 MB
 Graphics & Design, OS X 10.7  , English,9 Cut,$0.99 ,3, 3.3 MB
 Photography, OS X 10.8  ," English, German, Italian, Japanese, Korean, Portuguese, Russian, Simplified Chinese, Spanish, Swedish, Thai, Traditional Chinese",8mm Vintage Studio Pro - Vintage & Retro Filters Effects,$35.99 ,1, 57.8 MB
